"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"SL/001486","1","Support to National Agriculture Programme to Mitigate Food Crises","2010-01-01","start-actual","2011-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2010","2011","374981.0","374981.0"
"SL/001487","1","Institutional and Capacity Building to TVET","2010-01-03","start-actual","2012-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","111","Education, level unspecified","11105","Education, level unspecified,purpose unspecified","Completion","2010","2012","511705.0","510082.0"
"SL/001488","1","Water Supply to Six Selected Communities in Sierra Leone","2011-01-03","start-actual","2013-12-31","","Exim Bank (India)","IND","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Implementation","2011","2013","26215690.0","26215690.0"
"SL/001489","1","Peri and Urban Community Action for Food Security Programme(PUCAFS)","2009-01-01","start-actual","2016-02-01","","European Union (EU)","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2009","2016","2556340.0","1855393.0"
"SL/001490","1","Access to Security and Justice in Sierra Leone","2011-01-24","start-actual","2015-12-30","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","998|152|151","Unallocated / Unspecified|Conflict prevention and resolution, peace and security|Government and civil society, general","99810|15210|15120","Sectors not specified|Security system management and reform|Public sector financial management","Implementation","2011","2015","15717040.0","12996550.0"
"SL/001491","1","Promoting School Access Through Nutritional Support","2011-07-14","start-actual","2015-09-30","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","112","Basic education","11220","Primary education","Implementation","2011","2015","3101709.0","57395.0"
"SL/001492","1","Support to the United Nations for Better Results","2010-12-15","start-actual","2012-12-31","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2010","2012","1702262.0","1702262.0"
"SL/001493","1","Sierra Leone Energy Crisis","2010-10-25","start-actual","2014-09-20","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","230","Energy Generation and Supply","23000","Energy generation and supply, combinations ofpurposes","Implementation","2010","2014","9967736.0","9967736.0"
"SL/001494","1","School feeding in support of the Government of Sierra Leone's Smallholder Commercialization programme","2011-08-12","start-actual","2012-08-31","","Irish Aid","IRL","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2011","2012","",""
"SL/001495","1","Building resilience and community engagement (BRACE) II","2011-03-01","start-actual","2015-03-31","","European Union (EU)","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2011","2015","1202030.0","1202030.0"
"SL/001496","1","Rural Energy activating Livelihoods","2011-09-01","start-actual","2017-08-30","","European Union (EU)","DAC","Sierra Leone","SLE","998|312","Unallocated / Unspecified|Forestry","99810|31210","Sectors not specified|Forestry policy and administrative management","Implementation","2011","2017","2155927.0","2064553.0"
"SL/001497","1","Working to free Children from Harmful Child Labour practices in Sierra Leone","2011-12-01","start-actual","2015-10-02","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Implementation","2011","2015","722879.0","722879.0"
"SL/001498","1","Challenging Child Labour in Sierra Leone","2012-01-01","start-actual","2016-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151|160","Government and civil society, general|Other Social Infrastructure and Services","15150|16010","Strengthening civil society|Social/ welfare services","Implementation","2012","2016","1321417.0","412726.0"
"SL/001499","1","The Programme for the Improvement of Capabilities to Cope with Natural Disasters Caused by Climate ChangeπÇÇ","2010-03-02","start-actual","2010-12-31","","Government of Japan","JPN","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Completion","2010","2010","3806988.0","3806988.0"
"SL/001500","1","Sierra Leone Community Driven Development Project","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2011","2013","12578466.0","12578466.0"
"SL/001501","1","Rural Finance and Community Improvement Project","2007-12-31","start-actual","2014-06-30","","IFAD","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2007","2014","12841393.0","10722858.0"
"SL/001502","1","Good Will","2011-01-01","start-actual","2011-12-31","","Kuwait Fund","KWT","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2011","2011","3000000.0","3000000.0"
"SL/001503","1","Food Poverty Reduction Initiative in Moyamba District","2011-12-01","start-actual","2016-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","311|311","Agriculture|Agriculture","31120|31120","Agricultural development|Agricultural development","Implementation","2011","2016","1078749.0","643720.0"
"SL/001504","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0"
"SL/001505","1","Promoting Inclusive National and Local Elections","2011-01-24","start-actual","2013-03-31","","USAID","USA","Sierra Leone","SLE","151|151|151","Government and civil society, general|Government and civil society, general|Government and civil society, general","15150|15140|15150","Strengthening civil society|Government administration|Strengthening civil society","Pipeline/identification","2011","2013","2294000.0","2294000.0"
"SL/001506","1","Upgrading of the Sierra Leone Maritime Administration Project","2011-01-01","start-actual","2012-12-31","","ECOWAS Bank for Investment and Development (EBID)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2011","2012","1086135.0","1083651.0"
"SL/001507","1","Rehabilitation and Community Based Poverty Reduction Project original & Supplementary","2006-03-02","start-actual","2016-03-31","","IFAD","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2006","2016","34480437.0","25220164.0"
"SL/001509","1","Expert on Water  Supply Management for Rural Town","2012-02-17","start-actual","2013-03-10","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Implementation","2012","2013","134616.0","134616.0"
"SL/001510","1","Health Supportive Supervision Advisor (Expert)","2011-06-26","start-actual","2012-03-31","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2011","2012","442824.0","442524.0"
"SL/001511","1","End Neglected Tropical Diseases in Africa (END in Africa)","2011-10-01","start-actual","2013-09-30","","USAID","USA","Sierra Leone","SLE","160|122","Other Social Infrastructure and Services|Basic health","16010|12261","Social/ welfare services|Health education","Implementation","2011","2013","2421541.0","2421541.0"
"SL/001512","1","Unleashing the Power of Cassava in Africa - Sierra Leone (UPoCA-SL)","2011-10-01","start-actual","2013-09-30","","USAID","USA","Sierra Leone","SLE","311|321|311","Agriculture|Industry|Agriculture","31120|32120|31120","Agricultural development|Industrial development|Agricultural development","Implementation","2011","2013","1744643.0","1744643.0"
"SL/001514","1","Supporting the Delivery of the Joint United Nations Maternal and Child Health Programme in Sierra Leone","2009-02-27","start-actual","2012-07-31","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2009","2012","5059041.0","4876884.0"
"SL/001515","1","Strengthening the Ministry of Health & SanitationΓÇÕs capacity to deliver improved reproductive, maternal and child health services in Sierra Leone (Options)","2009-02-27","start-actual","2013-03-31","","UNDP","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Implementation","2009","2013","2650156.0","2554733.0"
"SL/001516","1","Evaluation and Monitoring of Free Health Care","2010-08-31","start-actual","2012-12-31","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2010","2012","67590.0","65156.0"
"SL/001517","1","Increasing the provision of essential health care services through support for health workers in Sierra Leone","2010-06-08","start-actual","2015-08-27","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2010","2015","12696910.0","11403371.0"
"SL/001518","1","Provision of Volunteer Overseas Health Personnel for the Delivery of Free Health Care Initiative in Sierra Leone","2010-09-15","start-actual","2013-03-15","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2010","2013","390248.0","390248.0"
"SL/001519","1","Support to the Government of Sierra LeoneΓÇÕs malaria prevention programme: supply of Long-lasting treated bednets","2010-08-19","start-actual","2011-12-31","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","122","Basic health","12250","Infectious & Parasitic disease control","Completion","2010","2011","1978214.0","1930618.0"
"SL/001520","1","Support for the Delivery of Family Planning Pilot","2010-11-01","start-actual","2011-07-03","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2010","2011","1278200.0","1278200.0"
"SL/001521","1","Programme to support water supply, sanitation and hygiene in Sierra Leone","2007-10-09","start-actual","2013-08-30","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Implementation","2007","2013","5951439.0","3562539.0"
"SL/001522","1","Supporting the Government of Sierra Leone to implement its National Water Supply and Sanitation Strategy","2011-02-01","start-actual","2016-02-29","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Implementation","2011","2016","11611646.0","11075765.0"
"SL/001523","1","Strengthening water supply, sanitation and hygiene in Freetown, Sierra Leone","2009-12-23","start-actual","2015-09-30","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Implementation","2009","2015","6443264.0","6443264.0"
